query,month,unique_channels,new_views,hours_watched
Canada Dry,17-Nov,1,"2,542","1,597"
Canada Dry,17-Oct,2,"2,169","1,681"
Dr Pepper,19-May,47,"77,184","35,446"
Dr Pepper,19-Apr,47,"65,957","34,539"
Dr Pepper,19-Mar,30,"33,330","16,873"
Dr Pepper,19-Feb,33,"21,161","11,157"
Dr Pepper,19-Jan,40,"41,501","21,986"
Dr Pepper,18-Dec,34,"36,175","20,905"
Dr Pepper,18-Nov,36,"33,759","16,020"
Dr Pepper,18-Oct,37,"45,637","30,777"
Dr Pepper,18-Sep,37,"39,516","22,669"
Dr Pepper,18-Aug,32,"19,424","9,992"
Dr Pepper,18-Jul,26,"29,523","14,900"
Dr Pepper,18-Jun,36,"76,373","43,592"
Dr Pepper,18-May,21,"29,990","20,141"
Dr Pepper,18-Apr,24,"29,168","19,749"
Dr Pepper,18-Mar,31,"161,206","104,304"
Dr Pepper,18-Feb,24,"167,422","53,530"
Dr Pepper,18-Jan,25,"121,051","99,047"
Dr Pepper,17-Dec,27,"179,222","122,308"
Dr Pepper,17-Nov,23,"165,586","70,687"
Dr Pepper,17-Oct,20,"183,481","118,286"
IBC,19-May,230,"329,540","83,429"
IBC,19-Apr,232,"379,719","96,909"
IBC,19-Mar,145,"207,726","48,129"
IBC,19-Feb,162,"126,858","36,072"
IBC,19-Jan,150,"270,747","67,411"
IBC,18-Dec,142,"315,911","75,578"
IBC,18-Nov,151,"217,998","60,071"
IBC,18-Oct,122,"107,791","46,840"
IBC,18-Sep,131,"217,450","47,910"
IBC,18-Aug,134,"219,455","49,151"
IBC,18-Jul,134,"206,250","40,915"
IBC,18-Jun,137,"291,344","61,482"
IBC,18-May,116,"309,498","79,373"
IBC,18-Apr,110,"235,097","50,971"
IBC,18-Mar,119,"306,551","73,591"
IBC,18-Feb,103,"269,651","62,000"
IBC,18-Jan,107,"299,972","87,577"
IBC,17-Dec,103,"110,125","59,385"
IBC,17-Nov,97,"236,942","86,930"
IBC,17-Oct,96,"534,167","311,019"
RC Cola,19-May,0,0,0
RC Cola,19-Apr,1,9,3
RC Cola,19-Mar,0,0,0
RC Cola,19-Feb,1,51,13
RC Cola,19-Jan,0,0,0
RC Cola,18-Dec,1,0,0
RC Cola,18-Nov,1,22,12
RC Cola,18-Oct,0,0,0
RC Cola,18-Sep,1,77,19
RC Cola,18-Aug,1,97,18
RC Cola,18-Jul,1,100,42
RC Cola,18-Jun,1,182,40
RC Cola,18-May,1,297,138
RC Cola,18-Apr,1,"1,187",282
RC Cola,18-Mar,0,0,0
RC Cola,18-Feb,0,0,0
RC Cola,18-Jan,0,0,0
RC Cola,17-Dec,3,18,10
RC Cola,17-Nov,0,0,0
RC Cola,17-Oct,1,6,3
Schweppes,19-May,4,"1,868","2,495"
Schweppes,19-Apr,5,"1,570","3,271"
Schweppes,19-Mar,4,"3,254","4,518"
Schweppes,19-Feb,3,"1,046",460
Schweppes,19-Jan,2,302,412
Schweppes,18-Dec,2,531,597
Schweppes,18-Nov,3,34,13
Schweppes,18-Oct,2,54,9
Schweppes,18-Sep,0,0,0
Schweppes,18-Aug,2,298,165
Schweppes,18-Jul,2,674,385
Schweppes,18-Jun,3,193,91
Schweppes,18-May,0,0,0
Schweppes,18-Apr,2,111,31
Schweppes,18-Mar,4,"4,226",854
Schweppes,18-Feb,5,"6,170","1,283"
Schweppes,18-Jan,3,"9,519","2,044"
Schweppes,17-Dec,1,17,5
Schweppes,17-Nov,4,"9,386","2,108"
Schweppes,17-Oct,1,"11,160","1,555"
Stewart’s Fountain Classics,19-May,0,0,0
Stewart’s Fountain Classics,19-Apr,0,0,0
Stewart’s Fountain Classics,19-Mar,0,0,0
Stewart’s Fountain Classics,19-Feb,0,0,0
Stewart’s Fountain Classics,19-Jan,0,0,0
Stewart’s Fountain Classics,18-Dec,0,0,0
Stewart’s Fountain Classics,18-Nov,0,0,0
Stewart’s Fountain Classics,18-Oct,0,0,0
Stewart’s Fountain Classics,18-Sep,0,0,0
Stewart’s Fountain Classics,18-Aug,0,0,0
Stewart’s Fountain Classics,18-Jul,0,0,0
Stewart’s Fountain Classics,18-Jun,0,0,0
Stewart’s Fountain Classics,18-May,0,0,0
Stewart’s Fountain Classics,18-Apr,0,0,0
Stewart’s Fountain Classics,18-Mar,0,0,0
Stewart’s Fountain Classics,18-Feb,0,0,0
Stewart’s Fountain Classics,18-Jan,0,0,0
Stewart’s Fountain Classics,17-Dec,0,0,0
Stewart’s Fountain Classics,17-Nov,0,0,0
Stewart’s Fountain Classics,17-Oct,0,0,0
Sundrop,19-May,0,0,0
Sundrop,19-Apr,0,0,0
Sundrop,19-Mar,0,0,0
Sundrop,19-Feb,0,0,0
Sundrop,19-Jan,0,0,0
Sundrop,18-Dec,0,0,0
Sundrop,18-Nov,0,0,0
Sundrop,18-Oct,0,0,0
Sundrop,18-Sep,0,0,0
Sundrop,18-Aug,0,0,0
Sundrop,18-Jul,0,0,0
Sundrop,18-Jun,0,0,0
Sundrop,18-May,0,0,0
Sundrop,18-Apr,0,0,0
Sundrop,18-Mar,0,0,0
Sundrop,18-Feb,0,0,0
Sundrop,18-Jan,0,0,0
Sundrop,17-Dec,0,0,0
Sundrop,17-Nov,0,0,0
Sundrop,17-Oct,0,0,0
Sunkist,19-May,2,29,15
Sunkist,19-Apr,2,39,17
Sunkist,19-Mar,2,103,38
Sunkist,19-Feb,4,326,109
Sunkist,19-Jan,4,"5,035","1,967"
Sunkist,18-Dec,4,"5,544","2,395"
Sunkist,18-Nov,4,610,364
Sunkist,18-Oct,6,"4,731","2,181"
Sunkist,18-Sep,4,286,106
Sunkist,18-Aug,3,136,75
Sunkist,18-Jul,4,"1,001",497
Sunkist,18-Jun,3,754,296
Sunkist,18-May,4,"1,339",643
Sunkist,18-Apr,4,195,144
Sunkist,18-Mar,2,106,37
Sunkist,18-Feb,1,28,3
Sunkist,18-Jan,2,196,84
Sunkist,17-Dec,2,45,21
Sunkist,17-Nov,3,70,38
Sunkist,17-Oct,1,13,0
Tahitian Treat,19-May,0,0,0
Tahitian Treat,19-Apr,0,0,0
Tahitian Treat,19-Mar,0,0,0
Tahitian Treat,19-Feb,0,0,0
Tahitian Treat,19-Jan,0,0,0
Tahitian Treat,18-Dec,0,0,0
Tahitian Treat,18-Nov,0,0,0
Tahitian Treat,18-Oct,0,0,0
Tahitian Treat,18-Sep,0,0,0
Tahitian Treat,18-Aug,0,0,0
Tahitian Treat,18-Jul,0,0,0
Tahitian Treat,18-Jun,0,0,0
Tahitian Treat,18-May,0,0,0
Tahitian Treat,18-Apr,0,0,0
Tahitian Treat,18-Mar,0,0,0
Tahitian Treat,18-Feb,0,0,0
Tahitian Treat,18-Jan,0,0,0
Tahitian Treat,17-Dec,0,0,0
Tahitian Treat,17-Nov,0,0,0
Tahitian Treat,17-Oct,0,0,0
Vernors,19-May,1,195,98
Vernors,19-Apr,1,174,117
Vernors,19-Mar,1,96,60
Vernors,19-Feb,0,0,0
Vernors,19-Jan,2,660,454
Vernors,18-Dec,2,858,651
Vernors,18-Nov,1,14,12
Vernors,18-Oct,1,"1,017",900
Vernors,18-Sep,2,533,389
Vernors,18-Aug,1,150,80
Vernors,18-Jul,2,"1,051",574
Vernors,18-Jun,1,343,188
Vernors,18-May,1,520,256
Vernors,18-Apr,1,110,33
Vernors,18-Mar,1,192,67
Vernors,18-Feb,0,0,0
Vernors,18-Jan,0,0,0
Vernors,17-Dec,0,0,0
Vernors,17-Nov,0,0,0
Vernors,17-Oct,1,914,77
Hawaiian Punch,19-May,1,757,491
Hawaiian Punch,19-Apr,1,905,511
Hawaiian Punch,19-Mar,0,0,0
Hawaiian Punch,19-Feb,1,485,368
Hawaiian Punch,19-Jan,1,"1,178","1,028"
Hawaiian Punch,18-Dec,1,"1,103",948
Hawaiian Punch,18-Nov,1,"1,076",806
Hawaiian Punch,18-Oct,1,"1,659","1,096"
Hawaiian Punch,18-Sep,1,956,616
Hawaiian Punch,18-Aug,1,"1,151",510
Hawaiian Punch,18-Jul,1,"1,040",488
Hawaiian Punch,18-Jun,1,658,335
Hawaiian Punch,18-May,1,638,365
Hawaiian Punch,18-Apr,1,940,500
Hawaiian Punch,18-Mar,1,"1,014",494
Hawaiian Punch,18-Feb,1,394,122
Hawaiian Punch,18-Jan,0,0,0
Hawaiian Punch,17-Dec,2,481,149
Hawaiian Punch,17-Nov,0,0,0
Hawaiian Punch,17-Oct,1,79,7
Snapple,19-May,8,"4,762","4,217"
Snapple,19-Apr,13,"4,095","4,682"
Snapple,19-Mar,12,"4,912","4,932"
Snapple,19-Feb,5,"66,303","29,640"
Snapple,19-Jan,6,"4,039","3,715"
Snapple,18-Dec,3,"3,266","3,456"
Snapple,18-Nov,6,"3,442","3,655"
Snapple,18-Oct,6,"6,513","4,717"
Snapple,18-Sep,8,"4,172","1,713"
Snapple,18-Aug,11,"114,841","45,251"
Snapple,18-Jul,13,"11,205","4,215"
Snapple,18-Jun,10,"5,893","2,492"
Snapple,18-May,11,"5,412","2,963"
Snapple,18-Apr,10,"4,935","2,486"
Snapple,18-Mar,12,"3,612","1,083"
Snapple,18-Feb,13,"79,608","59,591"
Snapple,18-Jan,6,"1,302",301
Snapple,17-Dec,8,"3,369","1,058"
Snapple,17-Nov,11,"2,488",702
Snapple,17-Oct,6,"4,698","1,223"
Manzita Sol,19-May,0,0,0
Manzita Sol,19-Apr,0,0,0
Manzita Sol,19-Mar,0,0,0
Manzita Sol,19-Feb,0,0,0
Manzita Sol,19-Jan,0,0,0
Manzita Sol,18-Dec,0,0,0
Manzita Sol,18-Nov,0,0,0
Manzita Sol,18-Oct,0,0,0
Manzita Sol,18-Sep,0,0,0
Manzita Sol,18-Aug,0,0,0
Manzita Sol,18-Jul,0,0,0
Manzita Sol,18-Jun,0,0,0
Manzita Sol,18-May,0,0,0
Manzita Sol,18-Apr,0,0,0
Manzita Sol,18-Mar,0,0,0
Manzita Sol,18-Feb,0,0,0
Manzita Sol,18-Jan,0,0,0
Manzita Sol,17-Dec,0,0,0
Manzita Sol,17-Nov,0,0,0
Manzita Sol,17-Oct,0,0,0
Mountain Dew,19-May,123,"501,798","91,395"
Mountain Dew,19-Apr,133,"571,200","84,479"
Mountain Dew,19-Mar,102,"66,696","31,396"
Mountain Dew,19-Feb,81,"43,469","22,793"
Mountain Dew,19-Jan,93,"67,370","40,638"
Mountain Dew,18-Dec,92,"71,181","46,042"
Mountain Dew,18-Nov,105,"104,949","58,166"
Mountain Dew,18-Oct,104,"119,607","66,785"
Mountain Dew,18-Sep,88,"90,969","50,488"
Mountain Dew,18-Aug,106,"129,482","55,271"
Mountain Dew,18-Jul,101,"143,313","46,142"
Mountain Dew,18-Jun,90,"267,605","78,364"
Mountain Dew,18-May,103,"115,422","57,852"
Mountain Dew,18-Apr,89,"67,352","32,669"
Mountain Dew,18-Mar,91,"70,330","27,600"
Mountain Dew,18-Feb,74,"54,972","23,568"
Mountain Dew,18-Jan,71,"59,396","19,382"
Mountain Dew,17-Dec,98,"87,515","37,454"
Mountain Dew,17-Nov,93,"196,351","86,663"
Mountain Dew,17-Oct,84,"266,312","77,150"
Mtn Dew,19-May,32,"10,037","4,713"
Mtn Dew,19-Apr,30,"6,157","3,729"
Mtn Dew,19-Mar,20,"6,350","3,199"
Mtn Dew,19-Feb,17,"6,403","4,213"
Mtn Dew,19-Jan,34,"7,565","3,118"
Mtn Dew,18-Dec,30,"6,420","2,964"
Mtn Dew,18-Nov,26,"10,718","6,271"
Mtn Dew,18-Oct,24,"24,126","10,191"
Mtn Dew,18-Sep,26,"7,389","4,397"
Mtn Dew,18-Aug,28,"8,690","3,547"
Mtn Dew,18-Jul,26,"13,138","8,252"
Mtn Dew,18-Jun,27,"19,081","10,828"
Mtn Dew,18-May,27,"18,980","7,156"
Mtn Dew,18-Apr,29,"11,315","4,890"
Mtn Dew,18-Mar,25,"14,157","6,599"
Mtn Dew,18-Feb,23,"22,172","7,978"
Mtn Dew,18-Jan,20,"12,093","6,454"
Mtn Dew,17-Dec,27,"12,215","8,160"
Mtn Dew,17-Nov,25,"12,442","10,085"
Mtn Dew,17-Oct,18,"15,371","12,558"
Pepsi,19-May,247,"269,424","141,158"
Pepsi,19-Apr,243,"301,548","168,199"
Pepsi,19-Mar,169,"243,839","182,746"
Pepsi,19-Feb,145,"184,348","59,360"
Pepsi,19-Jan,199,"549,517","228,872"
Pepsi,18-Dec,189,"317,000","171,607"
Pepsi,18-Nov,182,"241,533","98,974"
Pepsi,18-Oct,175,"227,370","99,937"
Pepsi,18-Sep,162,"201,544","103,261"
Pepsi,18-Aug,171,"162,890","64,386"
Pepsi,18-Jul,151,"218,725","120,083"
Pepsi,18-Jun,161,"196,916","114,867"
Pepsi,18-May,137,"197,048","93,638"
Pepsi,18-Apr,141,"297,249","161,536"
Pepsi,18-Mar,163,"347,893","139,521"
Pepsi,18-Feb,140,"265,875","132,511"
Pepsi,18-Jan,127,"194,594","110,484"
Pepsi,17-Dec,129,"178,712","105,463"
Pepsi,17-Nov,134,"133,069","67,464"
Pepsi,17-Oct,121,"239,239","192,732"
SoBe,19-May,420,"2,673,590","655,373"
SoBe,19-Apr,419,"1,925,185","605,146"
SoBe,19-Mar,289,"1,250,916","390,137"
SoBe,19-Feb,276,"984,434","249,585"
SoBe,19-Jan,336,"1,521,011","454,160"
SoBe,18-Dec,306,"1,221,853","407,567"
SoBe,18-Nov,279,"1,304,996","344,722"
SoBe,18-Oct,270,"1,381,886","351,698"
SoBe,18-Sep,265,"774,426","199,598"
SoBe,18-Aug,265,"1,295,628","343,966"
SoBe,18-Jul,262,"1,261,359","358,690"
SoBe,18-Jun,250,"1,261,238","397,712"
SoBe,18-May,262,"1,265,120","349,400"
SoBe,18-Apr,257,"1,019,441","331,864"
SoBe,18-Mar,279,"1,594,737","455,911"
SoBe,18-Feb,257,"2,554,966","875,531"
SoBe,18-Jan,176,"2,651,283","602,545"
SoBe,17-Dec,206,"2,657,492","758,202"
SoBe,17-Nov,193,"967,518","304,190"
SoBe,17-Oct,207,"1,654,311","746,125"
Tropicana,19-May,6,712,718
Tropicana,19-Apr,3,"1,193",891
Tropicana,19-Mar,2,"1,424",491
Tropicana,19-Feb,3,959,"1,023"
Tropicana,19-Jan,5,"4,865","3,025"
Tropicana,18-Dec,4,404,328
Tropicana,18-Nov,2,157,168
Tropicana,18-Oct,2,281,135
Tropicana,18-Sep,2,231,111
Tropicana,18-Aug,2,23,12
Tropicana,18-Jul,3,343,136
Tropicana,18-Jun,3,124,55
Tropicana,18-May,3,196,106
Tropicana,18-Apr,1,609,218
Tropicana,18-Mar,2,512,352
Tropicana,18-Feb,1,"1,031",726
Tropicana,18-Jan,2,660,353
Tropicana,17-Dec,2,767,300
Tropicana,17-Nov,2,"1,211",536
Tropicana,17-Oct,1,774,480
Lipton,19-May,20,"21,145","6,424"
Lipton,19-Apr,21,"506,197","165,201"
Lipton,19-Mar,14,"78,021","6,028"
Lipton,19-Feb,12,"80,586","8,637"
Lipton,19-Jan,13,"55,897","7,171"
Lipton,18-Dec,12,"3,873","1,706"
Lipton,18-Nov,10,"10,886","2,915"
Lipton,18-Oct,10,"4,382","1,186"
Lipton,18-Sep,10,"9,582","2,859"
Lipton,18-Aug,12,"7,778","1,683"
Lipton,18-Jul,11,"14,843","4,278"
Lipton,18-Jun,12,"17,637","5,576"
Lipton,18-May,10,"19,751","9,380"
Lipton,18-Apr,9,"15,158","3,161"
Lipton,18-Mar,10,"16,017","3,451"
Lipton,18-Feb,10,"14,588","4,335"
Lipton,18-Jan,9,"21,427","11,306"
Lipton,17-Dec,10,"11,030","3,203"
Lipton,17-Nov,6,"9,700","5,852"
Lipton,17-Oct,7,"17,303","7,094"
Gatorade,19-May,17,"25,193","16,378"
Gatorade,19-Apr,24,"43,097","42,089"
Gatorade,19-Mar,22,"14,759","3,193"
Gatorade,19-Feb,13,"11,578","1,333"
Gatorade,19-Jan,16,"5,643","1,393"
Gatorade,18-Dec,17,"6,752","1,418"
Gatorade,18-Nov,18,"1,855",925
Gatorade,18-Oct,18,"2,638","1,026"
Gatorade,18-Sep,17,"1,443",628
Gatorade,18-Aug,13,"6,279","1,842"
Gatorade,18-Jul,12,"5,358","1,675"
Gatorade,18-Jun,10,"3,523","1,368"
Gatorade,18-May,13,"7,720","3,086"
Gatorade,18-Apr,9,"2,139",777
Gatorade,18-Mar,13,"1,497",596
Gatorade,18-Feb,12,"1,525",489
Gatorade,18-Jan,8,776,177
Gatorade,17-Dec,17,"4,124","1,427"
Gatorade,17-Nov,11,"1,432",661
Gatorade,17-Oct,14,"1,905",746
Nestle,19-May,14,"10,198","5,764"
Nestle,19-Apr,18,"6,742","4,591"
Nestle,19-Mar,15,"43,981","30,784"
Nestle,19-Feb,8,"3,279","1,844"
Nestle,19-Jan,16,"6,893","3,713"
Nestle,18-Dec,11,"3,990","2,196"
Nestle,18-Nov,7,"3,944","1,891"
Nestle,18-Oct,12,"7,380","4,099"
Nestle,18-Sep,10,"6,146","3,292"
Nestle,18-Aug,6,"5,231","2,071"
Nestle,18-Jul,10,"6,098","2,701"
Nestle,18-Jun,9,"7,556","4,842"
Nestle,18-May,7,"3,318","1,363"
Nestle,18-Apr,9,"4,430","1,673"
Nestle,18-Mar,9,"10,367","3,982"
Nestle,18-Feb,10,"8,546","3,096"
Nestle,18-Jan,8,"1,596",782
Nestle,17-Dec,6,"24,501","10,294"
Nestle,17-Nov,5,"4,156","2,648"
Nestle,17-Oct,6,"4,502","2,080"
Poland Springs,19-May,2,251,466
Poland Springs,19-Apr,4,262,499
Poland Springs,19-Mar,5,280,558
Poland Springs,19-Feb,4,241,465
Poland Springs,19-Jan,2,921,883
Poland Springs,18-Dec,4,575,528
Poland Springs,18-Nov,3,145,109
Poland Springs,18-Oct,1,60,48
Poland Springs,18-Sep,2,63,43
Poland Springs,18-Aug,3,109,35
Poland Springs,18-Jul,3,83,53
Poland Springs,18-Jun,2,104,51
Poland Springs,18-May,3,279,187
Poland Springs,18-Apr,2,137,72
Poland Springs,18-Mar,0,0,0
Poland Springs,18-Feb,1,0,0
Poland Springs,18-Jan,0,0,0
Poland Springs,17-Dec,1,2,4
Poland Springs,17-Nov,1,23,26
Poland Springs,17-Oct,1,155,137
Nestea,19-May,484,"1,581,800","368,618"
Nestea,19-Apr,523,"1,304,568","348,057"
Nestea,19-Mar,317,"423,478","132,201"
Nestea,19-Feb,284,"395,063","105,212"
Nestea,19-Jan,380,"2,012,475","282,402"
Nestea,18-Dec,363,"2,858,152","315,502"
Nestea,18-Nov,314,"1,123,518","175,665"
Nestea,18-Oct,335,"516,945","169,137"
Nestea,18-Sep,298,"616,298","174,923"
Nestea,18-Aug,283,"1,116,619","251,065"
Nestea,18-Jul,283,"1,491,508","259,031"
Nestea,18-Jun,261,"1,329,608","243,960"
Nestea,18-May,302,"955,930","196,068"
Nestea,18-Apr,296,"854,745","168,259"
Nestea,18-Mar,268,"647,598","140,462"
Nestea,18-Feb,214,"348,672","90,306"
Nestea,18-Jan,169,"1,092,977","63,552"
Nestea,17-Dec,200,"1,418,829","175,698"
Nestea,17-Nov,170,"1,564,080","172,625"
Nestea,17-Oct,137,"565,949","118,652"
Sweet Leaf,19-May,1,"1,116",439
Sweet Leaf,19-Apr,1,948,297
Sweet Leaf,19-Mar,1,249,55
Sweet Leaf,19-Feb,0,0,0
Sweet Leaf,19-Jan,1,152,92
Sweet Leaf,18-Dec,1,196,73
Sweet Leaf,18-Nov,1,584,137
Sweet Leaf,18-Oct,0,0,0
Sweet Leaf,18-Sep,0,0,0
Sweet Leaf,18-Aug,0,0,0
Sweet Leaf,18-Jul,0,0,0
Sweet Leaf,18-Jun,0,0,0
Sweet Leaf,18-May,0,0,0
Sweet Leaf,18-Apr,0,0,0
Sweet Leaf,18-Mar,0,0,0
Sweet Leaf,18-Feb,0,0,0
Sweet Leaf,18-Jan,0,0,0
Sweet Leaf,17-Dec,0,0,0
Sweet Leaf,17-Nov,0,0,0
Sweet Leaf,17-Oct,0,0,0
Goya,19-May,19,"37,771","32,238"
Goya,19-Apr,22,"44,608","35,276"
Goya,19-Mar,17,"40,572","35,447"
Goya,19-Feb,14,"67,493","62,007"
Goya,19-Jan,16,"243,446","145,704"
Goya,18-Dec,16,"63,055","65,131"
Goya,18-Nov,16,"59,004","56,379"
Goya,18-Oct,18,"125,201","47,933"
Goya,18-Sep,22,"10,748","4,797"
Goya,18-Aug,17,"233,132","71,209"
Goya,18-Jul,12,"5,522","1,988"
Goya,18-Jun,12,"1,635",608
Goya,18-May,15,"30,366","17,475"
Goya,18-Apr,16,"43,945","25,343"
Goya,18-Mar,19,"10,887","4,044"
Goya,18-Feb,13,"12,953","2,894"
Goya,18-Jan,8,"65,252","48,939"
Goya,17-Dec,11,"63,177","39,422"
Goya,17-Nov,12,"64,850","50,251"
Goya,17-Oct,11,"2,100",455
Kool-Aid,19-May,19,"4,557","3,634"
Kool-Aid,19-Apr,16,"7,150","5,506"
Kool-Aid,19-Mar,12,"3,063","2,188"
Kool-Aid,19-Feb,10,"3,901","2,303"
Kool-Aid,19-Jan,20,"19,043","14,134"
Kool-Aid,18-Dec,20,"28,496","26,888"
Kool-Aid,18-Nov,16,"191,090","97,589"
Kool-Aid,18-Oct,18,"194,466","107,888"
Kool-Aid,18-Sep,17,"10,626","7,107"
Kool-Aid,18-Aug,18,"12,193","7,033"
Kool-Aid,18-Jul,15,"19,615","9,445"
Kool-Aid,18-Jun,14,"16,082","9,276"
Kool-Aid,18-May,21,"17,786","11,980"
Kool-Aid,18-Apr,19,"14,333","8,384"
Kool-Aid,18-Mar,17,"13,529","7,622"
Kool-Aid,18-Feb,21,"14,930","8,495"
Kool-Aid,18-Jan,14,"10,693","4,553"
Kool-Aid,17-Dec,12,"7,992","5,980"
Kool-Aid,17-Nov,19,"11,744","6,961"
Kool-Aid,17-Oct,16,"14,036","10,791"
Capri Sun,19-May,2,392,201
Capri Sun,19-Apr,2,266,133
Capri Sun,19-Mar,1,4,1
Capri Sun,19-Feb,1,0,0
Capri Sun,19-Jan,2,430,237
Capri Sun,18-Dec,4,109,37
Capri Sun,18-Nov,4,55,46
Capri Sun,18-Oct,4,38,26
Capri Sun,18-Sep,5,849,398
Capri Sun,18-Aug,5,"1,051",465
Capri Sun,18-Jul,6,"2,269",890
Capri Sun,18-Jun,3,758,289
Capri Sun,18-May,5,"15,025","2,268"
Capri Sun,18-Apr,6,"1,577",658
Capri Sun,18-Mar,6,874,180
Capri Sun,18-Feb,4,"1,984",545
Capri Sun,18-Jan,4,349,144
Capri Sun,17-Dec,3,"4,640","5,660"
Capri Sun,17-Nov,4,"1,154","2,054"
Capri Sun,17-Oct,4,"1,038",741
Arizona Tea,19-May,7,"20,312","6,960"
Arizona Tea,19-Apr,6,"7,429","3,959"
Arizona Tea,19-Mar,5,233,101
Arizona Tea,19-Feb,5,353,202
Arizona Tea,19-Jan,5,911,237
Arizona Tea,18-Dec,5,444,171
Arizona Tea,18-Nov,2,239,150
Arizona Tea,18-Oct,6,232,68
Arizona Tea,18-Sep,3,215,53
Arizona Tea,18-Aug,4,243,73
Arizona Tea,18-Jul,2,849,241
Arizona Tea,18-Jun,0,0,0
Arizona Tea,18-May,0,0,0
Arizona Tea,18-Apr,0,0,0
Arizona Tea,18-Mar,0,0,0
Arizona Tea,18-Feb,1,11,1
Arizona Tea,18-Jan,0,0,0
Arizona Tea,17-Dec,2,308,149
Arizona Tea,17-Nov,0,0,0
Arizona Tea,17-Oct,0,0,0
Arizona Iced Tea,19-May,7,"7,661","3,280"
Arizona Iced Tea,19-Apr,4,"2,123","1,967"
Arizona Iced Tea,19-Mar,3,909,"1,260"
Arizona Iced Tea,19-Feb,3,"1,249","1,136"
Arizona Iced Tea,19-Jan,3,"1,702","1,320"
Arizona Iced Tea,18-Dec,3,"1,337","1,086"
Arizona Iced Tea,18-Nov,6,"5,522","2,767"
Arizona Iced Tea,18-Oct,6,"3,279","1,888"
Arizona Iced Tea,18-Sep,1,"1,478",861
Arizona Iced Tea,18-Aug,2,94,98
Arizona Iced Tea,18-Jul,1,966,495
Arizona Iced Tea,18-Jun,2,"1,332",953
Arizona Iced Tea,18-May,1,45,69
Arizona Iced Tea,18-Apr,3,518,329
Arizona Iced Tea,18-Mar,5,"1,480",953
Arizona Iced Tea,18-Feb,2,394,162
Arizona Iced Tea,18-Jan,3,12,40
Arizona Iced Tea,17-Dec,1,1,1
Arizona Iced Tea,17-Nov,1,50,36
Arizona Iced Tea,17-Oct,2,77,27
Johanna Foods,19-May,0,0,0
Johanna Foods,19-Apr,0,0,0
Johanna Foods,19-Mar,0,0,0
Johanna Foods,19-Feb,0,0,0
Johanna Foods,19-Jan,0,0,0
Johanna Foods,18-Dec,0,0,0
Johanna Foods,18-Nov,0,0,0
Johanna Foods,18-Oct,0,0,0
Johanna Foods,18-Sep,0,0,0
Johanna Foods,18-Aug,0,0,0
Johanna Foods,18-Jul,0,0,0
Johanna Foods,18-Jun,0,0,0
Johanna Foods,18-May,0,0,0
Johanna Foods,18-Apr,0,0,0
Johanna Foods,18-Mar,0,0,0
Johanna Foods,18-Feb,0,0,0
Johanna Foods,18-Jan,0,0,0
Johanna Foods,17-Dec,0,0,0
Johanna Foods,17-Nov,0,0,0
Johanna Foods,17-Oct,0,0,0
Ssips,19-May,0,0,0
Ssips,19-Apr,0,0,0
Ssips,19-Mar,0,0,0
Ssips,19-Feb,1,24,3
Ssips,19-Jan,1,285,36
Ssips,18-Dec,0,0,0
Ssips,18-Nov,0,0,0
Ssips,18-Oct,0,0,0
Ssips,18-Sep,0,0,0
Ssips,18-Aug,0,0,0
Ssips,18-Jul,0,0,0
Ssips,18-Jun,0,0,0
Ssips,18-May,0,0,0
Ssips,18-Apr,0,0,0
Ssips,18-Mar,0,0,0
Ssips,18-Feb,0,0,0
Ssips,18-Jan,0,0,0
Ssips,17-Dec,0,0,0
Ssips,17-Nov,0,0,0
Ssips,17-Oct,0,0,0
Unilever,19-May,2,826,414
Unilever,19-Apr,2,"1,576",297
Unilever,19-Mar,1,489,68
Unilever,19-Feb,0,0,0
Unilever,19-Jan,2,920,64
Unilever,18-Dec,3,216,30
Unilever,18-Nov,2,436,19
Unilever,18-Oct,0,0,0
Unilever,18-Sep,1,82,18
Unilever,18-Aug,1,106,15
Unilever,18-Jul,0,0,0
Unilever,18-Jun,1,53,11
Unilever,18-May,2,6,5
Unilever,18-Apr,0,0,0
Unilever,18-Mar,1,199,41
Unilever,18-Feb,1,839,174
Unilever,18-Jan,1,2,12
Unilever,17-Dec,0,0,0
Unilever,17-Nov,0,0,0
Unilever,17-Oct,0,0,0
Jones Soda,19-May,0,0,0
Jones Soda,19-Apr,0,0,0
Jones Soda,19-Mar,0,0,0
Jones Soda,19-Feb,1,6,0
Jones Soda,19-Jan,0,0,0
Jones Soda,18-Dec,0,0,0
Jones Soda,18-Nov,0,0,0
Jones Soda,18-Oct,1,8,1
Jones Soda,18-Sep,0,0,0
Jones Soda,18-Aug,1,184,53
Jones Soda,18-Jul,1,100,36
Jones Soda,18-Jun,1,70,16
Jones Soda,18-May,0,0,0
Jones Soda,18-Apr,0,0,0
Jones Soda,18-Mar,1,251,70
Jones Soda,18-Feb,1,252,68
Jones Soda,18-Jan,1,405,109
Jones Soda,17-Dec,1,77,19
Jones Soda,17-Nov,1,"1,833",640
Jones Soda,17-Oct,1,54,21
Polar Beverages,19-May,0,0,0
Polar Beverages,19-Apr,0,0,0
Polar Beverages,19-Mar,0,0,0
Polar Beverages,19-Feb,0,0,0
Polar Beverages,19-Jan,0,0,0
Polar Beverages,18-Dec,0,0,0
Polar Beverages,18-Nov,0,0,0
Polar Beverages,18-Oct,0,0,0
