query,month,unique_channels,new_views,hours_watched
Stacy's Pita Chips,19-Apr,0,0,0
Stacy's Pita Chips,19-Mar,0,0,0
Stacy's Pita Chips,19-Feb,0,0,0
Stacy's Pita Chips,19-Jan,0,0,0
Stacy's Pita Chips,18-Dec,0,0,0
Stacy's Pita Chips,18-Nov,0,0,0
Stacy's Pita Chips,18-Oct,0,0,0
Stacy's Pita Chips,18-Sep,0,0,0
Stacy's Pita Chips,18-Aug,0,0,0
Stacy's Pita Chips,18-Jul,0,0,0
Stacy's Pita Chips,18-Jun,0,0,0
Stacy's Pita Chips,18-May,0,0,0
Stacy's Pita Chips,18-Apr,0,0,0
Stacy's Pita Chips,18-Mar,0,0,0
Stacy's Pita Chips,18-Feb,0,0,0
Stacy's Pita Chips,18-Jan,0,0,0
Stacy's Pita Chips,17-Dec,0,0,0
Stacy's Pita Chips,17-Nov,0,0,0
Stacy's Pita Chips,17-Oct,0,0,0
Tostitos,19-May,2,54,25
Tostitos,19-Apr,2,336,101
Tostitos,19-Mar,1,507,49
Tostitos,19-Feb,1,"1,712",720
Tostitos,19-Jan,1,"1,969",657
Tostitos,18-Dec,1,"1,539",458
Tostitos,18-Nov,2,"1,558",424
Tostitos,18-Oct,0,0,0
Tostitos,18-Sep,1,"3,259","1,179"
Tostitos,18-Aug,1,302,77
Tostitos,18-Jul,1,732,314
Tostitos,18-Jun,1,112,25
Tostitos,18-May,1,350,155
Tostitos,18-Apr,1,180,32
Tostitos,18-Mar,1,281,42
Tostitos,18-Feb,1,388,31
Tostitos,18-Jan,1,"1,089",252
Tostitos,17-Dec,1,856,546
Tostitos,17-Nov,1,343,119
Tostitos,17-Oct,2,949,488
Dannon,19-May,43,"224,668","65,572"
Dannon,19-Apr,47,"225,509","56,042"
Dannon,19-Mar,36,"142,023","37,115"
Dannon,19-Feb,25,"34,641","7,067"
Dannon,19-Jan,32,"43,530","15,424"
Dannon,18-Dec,23,"18,029","8,062"
Dannon,18-Nov,26,"148,517","42,965"
Dannon,18-Oct,26,"120,964","34,072"
Dannon,18-Sep,28,"128,335","48,029"
Dannon,18-Aug,22,"112,545","27,722"
Dannon,18-Jul,27,"122,032","31,525"
Dannon,18-Jun,26,"161,737","58,128"
Dannon,18-May,24,"12,175","4,657"
Dannon,18-Apr,25,"11,431","7,926"
Dannon,18-Mar,20,"146,098","46,103"
Dannon,18-Feb,16,"151,681","42,051"
Dannon,18-Jan,12,"157,014","28,935"
Dannon,17-Dec,18,"140,988","63,612"
Dannon,17-Nov,20,"144,648","86,383"
Dannon,17-Oct,18,"147,644","56,127"
Activia,19-May,2,"6,740","1,461"
Activia,19-Apr,1,"23,373","5,979"
Activia,19-Mar,0,0,0
Activia,19-Feb,2,"1,013",403
Activia,19-Jan,3,809,137
Activia,18-Dec,5,"33,559","10,385"
Activia,18-Nov,4,266,56
Activia,18-Oct,2,144,34
Activia,18-Sep,1,266,8
Activia,18-Aug,3,326,26
Activia,18-Jul,1,146,9
Activia,18-Jun,1,581,28
Activia,18-May,4,955,123
Activia,18-Apr,3,187,15
Activia,18-Mar,0,0,0
Activia,18-Feb,1,23,2
Activia,18-Jan,1,196,153
Activia,17-Dec,1,133,44
Activia,17-Nov,0,0,0
Activia,17-Oct,0,0,0
Danimals,19-May,9,"1,531",973
Danimals,19-Apr,7,"1,254",880
Danimals,19-Mar,7,582,406
Danimals,19-Feb,3,606,218
Danimals,19-Jan,6,930,467
Danimals,18-Dec,9,"2,844","1,794"
Danimals,18-Nov,8,"3,255","1,705"
Danimals,18-Oct,7,"2,386","1,075"
Danimals,18-Sep,6,"3,530","1,966"
Danimals,18-Aug,6,"10,922","2,315"
Danimals,18-Jul,8,"24,982","4,622"
Danimals,18-Jun,8,"21,496","4,216"
Danimals,18-May,11,"12,805","5,036"
Danimals,18-Apr,13,"26,817","8,197"
Danimals,18-Mar,9,"13,275","5,527"
Danimals,18-Feb,8,"12,616","4,297"
Danimals,18-Jan,7,"6,655",989
Danimals,17-Dec,12,"10,774","4,664"
Danimals,17-Nov,7,"4,712","2,567"
Danimals,17-Oct,9,"8,888","3,998"
Oikos,19-May,0,0,0
Oikos,19-Apr,1,20,2
Oikos,19-Mar,1,45,12
Oikos,19-Feb,0,0,0
Oikos,19-Jan,0,0,0
Oikos,18-Dec,0,0,0
Oikos,18-Nov,0,0,0
Oikos,18-Oct,0,0,0
Oikos,18-Sep,0,0,0
Oikos,18-Aug,0,0,0
Oikos,18-Jul,0,0,0
Oikos,18-Jun,0,0,0
Oikos,18-May,1,13,6
Oikos,18-Apr,0,0,0
Oikos,18-Mar,0,0,0
Oikos,18-Feb,0,0,0
Oikos,18-Jan,0,0,0
Oikos,17-Dec,1,115,26
Oikos,17-Nov,1,17,2
Oikos,17-Oct,0,0,0
Campbells,19-May,68,"22,679","16,590"
Campbells,19-Apr,75,"27,460","19,003"
Campbells,19-Mar,51,"21,811","19,864"
Campbells,19-Feb,45,"11,632","5,946"
Campbells,19-Jan,44,"23,929","18,416"
Campbells,18-Dec,44,"18,575","16,380"
Campbells,18-Nov,46,"23,428","17,184"
Campbells,18-Oct,44,"25,593","15,298"
Campbells,18-Sep,44,"18,476","8,957"
Campbells,18-Aug,53,"23,066","13,228"
Campbells,18-Jul,52,"18,099","6,307"
Campbells,18-Jun,41,"16,547","8,047"
Campbells,18-May,42,"315,648","38,943"
Campbells,18-Apr,38,"149,071","22,495"
Campbells,18-Mar,36,"15,011","6,235"
Campbells,18-Feb,32,"12,024","5,320"
Campbells,18-Jan,31,"16,989","11,838"
Campbells,17-Dec,37,"29,187","18,155"
Campbells,17-Nov,28,"35,844","23,242"
Campbells,17-Oct,28,"31,578","16,408"
Pepperidge Farm,19-May,3,"8,341","5,071"
Pepperidge Farm,19-Apr,2,"12,118","7,361"
Pepperidge Farm,19-Mar,2,"6,710","3,810"
Pepperidge Farm,19-Feb,0,0,0
Pepperidge Farm,19-Jan,3,"7,953","4,829"
Pepperidge Farm,18-Dec,3,"7,568","4,535"
Pepperidge Farm,18-Nov,3,"7,419","4,928"
Pepperidge Farm,18-Oct,1,"8,033","3,345"
Pepperidge Farm,18-Sep,1,648,418
Pepperidge Farm,18-Aug,2,"9,350","4,867"
Pepperidge Farm,18-Jul,2,610,356
Pepperidge Farm,18-Jun,1,988,545
Pepperidge Farm,18-May,3,"12,064","6,238"
Pepperidge Farm,18-Apr,2,"15,154","7,745"
Pepperidge Farm,18-Mar,2,729,313
Pepperidge Farm,18-Feb,2,643,190
Pepperidge Farm,18-Jan,1,473,33
Pepperidge Farm,17-Dec,0,0,0
Pepperidge Farm,17-Nov,1,577,239
Pepperidge Farm,17-Oct,1,741,336
Goldfish Crackers,19-May,0,0,0
Goldfish Crackers,19-Apr,0,0,0
Goldfish Crackers,19-Mar,1,9,10
Goldfish Crackers,19-Feb,0,0,0
Goldfish Crackers,19-Jan,2,164,17
Goldfish Crackers,18-Dec,1,39,28
Goldfish Crackers,18-Nov,0,0,0
Goldfish Crackers,18-Oct,0,0,0
Goldfish Crackers,18-Sep,1,104,25
Goldfish Crackers,18-Aug,1,9,8
Goldfish Crackers,18-Jul,0,0,0
Goldfish Crackers,18-Jun,0,0,0
Goldfish Crackers,18-May,0,0,0
Goldfish Crackers,18-Apr,2,140,31
Goldfish Crackers,18-Mar,0,0,0
Goldfish Crackers,18-Feb,0,0,0
Goldfish Crackers,18-Jan,1,1,0
Goldfish Crackers,17-Dec,0,0,0
Goldfish Crackers,17-Nov,1,0,0
Goldfish Crackers,17-Oct,1,105,5
Kraft,19-May,109,"48,896","24,393"
Kraft,19-Apr,112,"53,763","28,708"
Kraft,19-Mar,72,"37,975","18,927"
Kraft,19-Feb,70,"39,814","11,601"
Kraft,19-Jan,91,"47,077","21,102"
Kraft,18-Dec,92,"42,925","16,643"
Kraft,18-Nov,76,"45,243","19,140"
Kraft,18-Oct,84,"51,510","21,245"
Kraft,18-Sep,77,"54,044","22,750"
Kraft,18-Aug,70,"52,461","18,172"
Kraft,18-Jul,74,"50,467","19,242"
Kraft,18-Jun,86,"166,402","52,268"
Kraft,18-May,75,"95,630","31,033"
Kraft,18-Apr,83,"84,912","24,338"
Kraft,18-Mar,89,"191,118","48,319"
Kraft,18-Feb,88,"159,920","51,242"
Kraft,18-Jan,69,"152,940","65,224"
Kraft,17-Dec,76,"113,121","39,689"
Kraft,17-Nov,81,"144,754","55,725"
Kraft,17-Oct,79,"163,398","51,497"
Planters Nuts,19-May,0,0,0
Planters Nuts,19-Apr,0,0,0
Planters Nuts,19-Mar,0,0,0
Planters Nuts,19-Feb,0,0,0
Planters Nuts,19-Jan,0,0,0
Planters Nuts,18-Dec,0,0,0
Planters Nuts,18-Nov,0,0,0
Planters Nuts,18-Oct,0,0,0
Planters Nuts,18-Sep,0,0,0
Planters Nuts,18-Aug,0,0,0
Planters Nuts,18-Jul,0,0,0
Planters Nuts,18-Jun,0,0,0
Planters Nuts,18-May,0,0,0
Planters Nuts,18-Apr,0,0,0
Planters Nuts,18-Mar,0,0,0
Planters Nuts,18-Feb,0,0,0
Planters Nuts,18-Jan,0,0,0
Planters Nuts,17-Dec,0,0,0
Planters Nuts,17-Nov,0,0,0
Planters Nuts,17-Oct,1,37,40
Oscar Mayer,19-May,1,145,122
Oscar Mayer,19-Apr,1,0,0
Oscar Mayer,19-Mar,0,0,0
Oscar Mayer,19-Feb,2,143,116
Oscar Mayer,19-Jan,2,226,212
Oscar Mayer,18-Dec,1,79,64
Oscar Mayer,18-Nov,2,43,50
Oscar Mayer,18-Oct,2,623,272
Oscar Mayer,18-Sep,1,582,484
Oscar Mayer,18-Aug,0,0,0
Oscar Mayer,18-Jul,1,"1,228",856
Oscar Mayer,18-Jun,1,884,617
Oscar Mayer,18-May,1,370,237
Oscar Mayer,18-Apr,1,787,95
Oscar Mayer,18-Mar,1,66,39
Oscar Mayer,18-Feb,1,25,15
Oscar Mayer,18-Jan,1,71,49
Oscar Mayer,17-Dec,1,110,60
Oscar Mayer,17-Nov,1,28,33
Oscar Mayer,17-Oct,1,60,74
Smuckers,19-May,2,"2,341","1,013"
Smuckers,19-Apr,2,854,519
Smuckers,19-Mar,2,885,507
Smuckers,19-Feb,1,523,264
Smuckers,19-Jan,1,618,320
Smuckers,18-Dec,1,765,480
Smuckers,18-Nov,1,"1,096",469
Smuckers,18-Oct,1,"1,254",601
Smuckers,18-Sep,0,0,0
Smuckers,18-Aug,1,"1,297",342
Smuckers,18-Jul,0,0,0
Smuckers,18-Jun,1,70,100
Smuckers,18-May,2,368,263
Smuckers,18-Apr,2,199,108
Smuckers,18-Mar,1,310,301
Smuckers,18-Feb,1,82,23
Smuckers,18-Jan,0,0,0
Smuckers,17-Dec,1,290,272
Smuckers,17-Nov,1,346,409
Smuckers,17-Oct,1,113,108
Fruit-Fulls,19-May,0,0,0
Fruit-Fulls,19-Apr,0,0,0
Fruit-Fulls,19-Mar,0,0,0
Fruit-Fulls,19-Feb,0,0,0
Fruit-Fulls,19-Jan,0,0,0
Fruit-Fulls,18-Dec,0,0,0
Fruit-Fulls,18-Nov,0,0,0
Fruit-Fulls,18-Oct,0,0,0
Fruit-Fulls,18-Sep,0,0,0
Fruit-Fulls,18-Aug,0,0,0
Fruit-Fulls,18-Jul,0,0,0
Fruit-Fulls,18-Jun,0,0,0
Fruit-Fulls,18-May,0,0,0
Fruit-Fulls,18-Apr,0,0,0
Fruit-Fulls,18-Mar,0,0,0
Fruit-Fulls,18-Feb,0,0,0
Fruit-Fulls,18-Jan,0,0,0
Fruit-Fulls,17-Dec,0,0,0
Fruit-Fulls,17-Nov,0,0,0
Fruit-Fulls,17-Oct,0,0,0
Jif,19-May,576,"833,227","336,261"
Jif,19-Apr,571,"825,283","355,139"
Jif,19-Mar,424,"685,399","281,374"
Jif,19-Feb,359,"536,860","170,961"
Jif,19-Jan,487,"593,260","199,594"
Jif,18-Dec,466,"520,671","208,071"
Jif,18-Nov,402,"736,083","257,899"
Jif,18-Oct,409,"403,631","165,319"
Jif,18-Sep,403,"539,969","212,114"
Jif,18-Aug,407,"673,091","234,445"
Jif,18-Jul,392,"711,098","230,065"
Jif,18-Jun,389,"597,842","207,523"
Jif,18-May,387,"502,339","185,336"
Jif,18-Apr,369,"860,850","315,362"
Jif,18-Mar,387,"752,481","217,576"
Jif,18-Feb,332,"464,726","154,101"
Jif,18-Jan,319,"386,785","179,031"
Jif,17-Dec,352,"810,570","373,867"
Jif,17-Nov,309,"751,078","349,428"
Jif,17-Oct,296,"270,995","113,503"
The Wonderful Company,19-May,0,0,0
The Wonderful Company,19-Apr,0,0,0
The Wonderful Company,19-Mar,0,0,0
The Wonderful Company,19-Feb,0,0,0
The Wonderful Company,19-Jan,0,0,0
The Wonderful Company,18-Dec,0,0,0
The Wonderful Company,18-Nov,0,0,0
The Wonderful Company,18-Oct,0,0,0
The Wonderful Company,18-Sep,0,0,0
The Wonderful Company,18-Aug,0,0,0
The Wonderful Company,18-Jul,0,0,0
The Wonderful Company,18-Jun,0,0,0
The Wonderful Company,18-May,0,0,0
The Wonderful Company,18-Apr,0,0,0
The Wonderful Company,18-Mar,0,0,0
The Wonderful Company,18-Feb,0,0,0
The Wonderful Company,18-Jan,0,0,0
The Wonderful Company,17-Dec,0,0,0
The Wonderful Company,17-Nov,0,0,0
The Wonderful Company,17-Oct,0,0,0
Wonderful Halos,19-May,0,0,0
Wonderful Halos,19-Apr,0,0,0
Wonderful Halos,19-Mar,0,0,0
Wonderful Halos,19-Feb,0,0,0
Wonderful Halos,19-Jan,0,0,0
Wonderful Halos,18-Dec,0,0,0
Wonderful Halos,18-Nov,0,0,0
Wonderful Halos,18-Oct,0,0,0
Wonderful Halos,18-Sep,0,0,0
Wonderful Halos,18-Aug,0,0,0
Wonderful Halos,18-Jul,0,0,0
Wonderful Halos,18-Jun,0,0,0
Wonderful Halos,18-May,0,0,0
Wonderful Halos,18-Apr,0,0,0
Wonderful Halos,18-Mar,0,0,0
Wonderful Halos,18-Feb,0,0,0
Wonderful Halos,18-Jan,0,0,0
Wonderful Halos,17-Dec,0,0,0
Wonderful Halos,17-Nov,0,0,0
Wonderful Halos,17-Oct,0,0,0
Wonderful Pistachios,19-May,0,0,0
Wonderful Pistachios,19-Apr,0,0,0
Wonderful Pistachios,19-Mar,0,0,0
Wonderful Pistachios,19-Feb,0,0,0
Wonderful Pistachios,19-Jan,0,0,0
Wonderful Pistachios,18-Dec,0,0,0
Wonderful Pistachios,18-Nov,1,5,3
Wonderful Pistachios,18-Oct,0,0,0
Wonderful Pistachios,18-Sep,0,0,0
Wonderful Pistachios,18-Aug,0,0,0
Wonderful Pistachios,18-Jul,0,0,0
Wonderful Pistachios,18-Jun,0,0,0
Wonderful Pistachios,18-May,1,73,96
Wonderful Pistachios,18-Apr,1,114,84
Wonderful Pistachios,18-Mar,0,0,0
Wonderful Pistachios,18-Feb,0,0,0
Wonderful Pistachios,18-Jan,0,0,0
Wonderful Pistachios,17-Dec,0,0,0
Wonderful Pistachios,17-Nov,0,0,0
Wonderful Pistachios,17-Oct,0,0,0
Clif,19-May,103,"134,979","55,902"
Clif,19-Apr,100,"94,022","38,797"
Clif,19-Mar,68,"30,540","12,579"
Clif,19-Feb,73,"32,814","19,123"
Clif,19-Jan,84,"183,550","125,490"
Clif,18-Dec,83,"37,999","19,735"
Clif,18-Nov,91,"56,407","25,096"
Clif,18-Oct,86,"86,953","22,852"
Clif,18-Sep,89,"178,349","25,428"
Clif,18-Aug,80,"88,960","19,838"
Clif,18-Jul,72,"95,487","22,286"
Clif,18-Jun,73,"54,468","23,900"
Clif,18-May,65,"41,669","21,066"
Clif,18-Apr,71,"32,820","18,543"
Clif,18-Mar,69,"37,322","15,679"
Clif,18-Feb,60,"25,660","14,646"
Clif,18-Jan,60,"35,104","17,426"
Clif,17-Dec,58,"53,229","29,551"
Clif,17-Nov,58,"32,352","17,841"
Clif,17-Oct,63,"50,594","32,986"
Nutella,19-May,60,"253,466","130,683"
Nutella,19-Apr,66,"273,244","130,373"
Nutella,19-Mar,44,"136,681","76,766"
Nutella,19-Feb,47,"238,634","91,633"
Nutella,19-Jan,57,"193,009","96,402"
Nutella,18-Dec,46,"129,075","85,175"
Nutella,18-Nov,47,"115,696","35,460"
Nutella,18-Oct,44,"205,395","100,722"
Nutella,18-Sep,39,"183,614","69,614"
Nutella,18-Aug,47,"154,131","67,083"
Nutella,18-Jul,45,"290,165","64,167"
Nutella,18-Jun,42,"386,180","93,344"
Nutella,18-May,56,"445,967","104,043"
Nutella,18-Apr,55,"258,478","83,359"
Nutella,18-Mar,58,"396,254","61,916"
Nutella,18-Feb,53,"610,866","99,972"
Nutella,18-Jan,49,"353,333","119,798"
Nutella,17-Dec,51,"518,992","132,037"
Nutella,17-Nov,41,"87,376","28,744"
Nutella,17-Oct,48,"214,578","59,450"
Kozy Shak,19-May,0,0,0
Kozy Shak,19-Apr,0,0,0
Kozy Shak,19-Mar,0,0,0
Kozy Shak,19-Feb,0,0,0
Kozy Shak,19-Jan,0,0,0
Kozy Shak,18-Dec,0,0,0
Kozy Shak,18-Nov,0,0,0
Kozy Shak,18-Oct,0,0,0
Kozy Shak,18-Sep,0,0,0
Kozy Shak,18-Aug,0,0,0
Kozy Shak,18-Jul,0,0,0
Kozy Shak,18-Jun,0,0,0
Kozy Shak,18-May,0,0,0
Kozy Shak,18-Apr,0,0,0
Kozy Shak,18-Mar,0,0,0
Kozy Shak,18-Feb,0,0,0
Kozy Shak,18-Jan,0,0,0
Kozy Shak,17-Dec,0,0,0
Kozy Shak,17-Nov,0,0,0
Kozy Shak,17-Oct,0,0,0
McKee Foods,19-May,0,0,0
McKee Foods,19-Apr,0,0,0
McKee Foods,19-Mar,0,0,0
McKee Foods,19-Feb,0,0,0
McKee Foods,19-Jan,0,0,0
McKee Foods,18-Dec,0,0,0
McKee Foods,18-Nov,0,0,0
McKee Foods,18-Oct,0,0,0
McKee Foods,18-Sep,0,0,0
McKee Foods,18-Aug,0,0,0
McKee Foods,18-Jul,0,0,0
McKee Foods,18-Jun,0,0,0
McKee Foods,18-May,0,0,0
McKee Foods,18-Apr,0,0,0
McKee Foods,18-Mar,0,0,0
McKee Foods,18-Feb,0,0,0
McKee Foods,18-Jan,0,0,0
McKee Foods,17-Dec,0,0,0
McKee Foods,17-Nov,0,0,0
McKee Foods,17-Oct,0,0,0
Little Debbie,19-May,1,91,82
Little Debbie,19-Apr,1,136,118
Little Debbie,19-Mar,1,85,84
Little Debbie,19-Feb,2,"1,114",801
Little Debbie,19-Jan,1,"1,758","1,359"
Little Debbie,18-Dec,2,"2,252","1,585"
Little Debbie,18-Nov,1,322,286
Little Debbie,18-Oct,2,"1,007",822
Little Debbie,18-Sep,2,590,532
Little Debbie,18-Aug,0,0,0
Little Debbie,18-Jul,3,"2,045",678
Little Debbie,18-Jun,2,"1,650",711
Little Debbie,18-May,0,0,0
Little Debbie,18-Apr,0,0,0
Little Debbie,18-Mar,1,724,576
Little Debbie,18-Feb,1,553,417
Little Debbie,18-Jan,1,142,60
Little Debbie,17-Dec,0,0,0
Little Debbie,17-Nov,0,0,0
Little Debbie,17-Oct,0,0,0
Sun Belt Bakery,19-May,0,0,0
Sun Belt Bakery,19-Apr,0,0,0
Sun Belt Bakery,19-Mar,0,0,0
Sun Belt Bakery,19-Feb,0,0,0
Sun Belt Bakery,19-Jan,0,0,0
Sun Belt Bakery,18-Dec,0,0,0
Sun Belt Bakery,18-Nov,0,0,0
Sun Belt Bakery,18-Oct,0,0,0
Sun Belt Bakery,18-Sep,0,0,0
Sun Belt Bakery,18-Aug,0,0,0
Sun Belt Bakery,18-Jul,0,0,0
Sun Belt Bakery,18-Jun,0,0,0
Sun Belt Bakery,18-May,0,0,0
Sun Belt Bakery,18-Apr,0,0,0
Sun Belt Bakery,18-Mar,0,0,0
Sun Belt Bakery,18-Feb,0,0,0
Sun Belt Bakery,18-Jan,0,0,0
Sun Belt Bakery,17-Dec,0,0,0
Sun Belt Bakery,17-Nov,0,0,0
Sun Belt Bakery,17-Oct,0,0,0
Procter & Gamble,19-May,0,0,0
Procter & Gamble,19-Apr,0,0,0
Procter & Gamble,19-Mar,0,0,0
Procter & Gamble,19-Feb,0,0,0
Procter & Gamble,19-Jan,0,0,0
Procter & Gamble,18-Dec,0,0,0
Procter & Gamble,18-Nov,0,0,0
Procter & Gamble,18-Oct,0,0,0
Procter & Gamble,18-Sep,0,0,0
Procter & Gamble,18-Aug,0,0,0
Procter & Gamble,18-Jul,0,0,0
Procter & Gamble,18-Jun,0,0,0
Procter & Gamble,18-May,0,0,0
Procter & Gamble,18-Apr,0,0,0
Procter & Gamble,18-Mar,0,0,0
Procter & Gamble,18-Feb,0,0,0
Procter & Gamble,18-Jan,0,0,0
Procter & Gamble,17-Dec,0,0,0
Procter & Gamble,17-Nov,0,0,0
Procter & Gamble,17-Oct,0,0,0
META Health,19-May,0,0,0
META Health,19-Apr,0,0,0
META Health,19-Mar,0,0,0
META Health,19-Feb,0,0,0
META Health,19-Jan,0,0,0
META Health,18-Dec,0,0,0
META Health,18-Nov,0,0,0
META Health,18-Oct,0,0,0
META Health,18-Sep,0,0,0
META Health,18-Aug,0,0,0
META Health,18-Jul,0,0,0
META Health,18-Jun,0,0,0
META Health,18-May,0,0,0
META Health,18-Apr,0,0,0
META Health,18-Mar,0,0,0
META Health,18-Feb,0,0,0
META Health,18-Jan,0,0,0
META Health,17-Dec,0,0,0
META Health,17-Nov,0,0,0
META Health,17-Oct,0,0,0
Sheila G,19-May,3,"3,648","1,698"
Sheila G,19-Apr,2,"4,357","2,022"
Sheila G,19-Mar,1,"1,391",649
Sheila G,19-Feb,3,904,355
Sheila G,19-Jan,4,229,87
Sheila G,18-Dec,2,220,69
Sheila G,18-Nov,3,420,153
Sheila G,18-Oct,3,"1,271",631
Sheila G,18-Sep,3,627,291
Sheila G,18-Aug,2,"1,329",530
Sheila G,18-Jul,2,914,430
Sheila G,18-Jun,3,201,76
Sheila G,18-May,0,0,0
Sheila G,18-Apr,1,113,13
Sheila G,18-Mar,3,136,12
Sheila G,18-Feb,2,90,26
Sheila G,18-Jan,0,0,0
Sheila G,17-Dec,3,559,121
Sheila G,17-Nov,2,254,70
Sheila G,17-Oct,2,765,199
ThinkThin,19-May,0,0,0
ThinkThin,19-Apr,0,0,0
ThinkThin,19-Mar,0,0,0
ThinkThin,19-Feb,0,0,0
ThinkThin,19-Jan,0,0,0
ThinkThin,18-Dec,0,0,0
ThinkThin,18-Nov,0,0,0
ThinkThin,18-Oct,0,0,0
ThinkThin,18-Sep,0,0,0
ThinkThin,18-Aug,0,0,0
ThinkThin,18-Jul,0,0,0
ThinkThin,18-Jun,0,0,0
ThinkThin,18-May,0,0,0
ThinkThin,18-Apr,0,0,0
ThinkThin,18-Mar,0,0,0
ThinkThin,18-Feb,0,0,0
ThinkThin,18-Jan,0,0,0
ThinkThin,17-Dec,0,0,0
ThinkThin,17-Nov,0,0,0
ThinkThin,17-Oct,0,0,0
Weight Watchers,19-May,3,"3,488","2,206"
Weight Watchers,19-Apr,3,"3,283","1,890"
Weight Watchers,19-Mar,1,23,9
Weight Watchers,19-Feb,3,14,1
Weight Watchers,19-Jan,2,238,28
Weight Watchers,18-Dec,0,0,0
Weight Watchers,18-Nov,1,91,80
Weight Watchers,18-Oct,1,53,40
Weight Watchers,18-Sep,1,64,36
Weight Watchers,18-Aug,2,600,145
Weight Watchers,18-Jul,2,390,202
Weight Watchers,18-Jun,2,"1,286","1,105"
Weight Watchers,18-May,2,798,726
Weight Watchers,18-Apr,2,522,303
Weight Watchers,18-Mar,2,"1,123",399
Weight Watchers,18-Feb,2,952,350
Weight Watchers,18-Jan,1,587,42
Weight Watchers,17-Dec,3,"1,408",501
Weight Watchers,17-Nov,1,606,376
Weight Watchers,17-Oct,1,713,441
Welch Foods,19-May,0,0,0
Welch Foods,19-Apr,0,0,0
Welch Foods,19-Mar,0,0,0
Welch Foods,19-Feb,0,0,0
Welch Foods,19-Jan,0,0,0
Welch Foods,18-Dec,0,0,0
Welch Foods,18-Nov,0,0,0
Welch Foods,18-Oct,0,0,0
Welch Foods,18-Sep,0,0,0
Welch Foods,18-Aug,0,0,0
Welch Foods,18-Jul,0,0,0
Welch Foods,18-Jun,0,0,0
Welch Foods,18-May,0,0,0
Welch Foods,18-Apr,0,0,0
Welch Foods,18-Mar,0,0,0
Welch Foods,18-Feb,0,0,0
Welch Foods,18-Jan,0,0,0
Welch Foods,17-Dec,0,0,0
Welch Foods,17-Nov,0,0,0
Welch Foods,17-Oct,0,0,0
Welch’s,19-May,0,0,0
Welch’s,19-Apr,0,0,0
Welch’s,19-Mar,0,0,0
Welch’s,19-Feb,0,0,0
Welch’s,19-Jan,0,0,0
Welch’s,18-Dec,0,0,0
Welch’s,18-Nov,0,0,0
Welch’s,18-Oct,0,0,0
Welch’s,18-Sep,0,0,0
Welch’s,18-Aug,0,0,0
Welch’s,18-Jul,0,0,0
Welch’s,18-Jun,0,0,0
Welch’s,18-May,0,0,0
Welch’s,18-Apr,0,0,0
Welch’s,18-Mar,0,0,0
Welch’s,18-Feb,0,0,0
Welch’s,18-Jan,0,0,0
Welch’s,17-Dec,0,0,0
Welch’s,17-Nov,0,0,0
Welch’s,17-Oct,0,0,0
B&G Foods,19-May,0,0,0
B&G Foods,19-Apr,0,0,0
B&G Foods,19-Mar,0,0,0
B&G Foods,19-Feb,0,0,0
B&G Foods,19-Jan,0,0,0
B&G Foods,18-Dec,0,0,0
B&G Foods,18-Nov,0,0,0
B&G Foods,18-Oct,0,0,0
B&G Foods,18-Sep,0,0,0
B&G Foods,18-Aug,0,0,0
B&G Foods,18-Jul,0,0,0
B&G Foods,18-Jun,0,0,0
B&G Foods,18-May,0,0,0
B&G Foods,18-Apr,0,0,0
B&G Foods,18-Mar,0,0,0
B&G Foods,18-Feb,0,0,0
B&G Foods,18-Jan,0,0,0
B&G Foods,17-Dec,0,0,0
B&G Foods,17-Nov,0,0,0
B&G Foods,17-Oct,0,0,0
Slim Jim,19-May,3,86,30
Slim Jim,19-Apr,2,149,52
Slim Jim,19-Mar,1,3,3
Slim Jim,19-Feb,0,0,0
Slim Jim,19-Jan,2,19,10
Slim Jim,18-Dec,2,7,15
Slim Jim,18-Nov,1,16,5
Slim Jim,18-Oct,1,1,0
Slim Jim,18-Sep,0,0,0
Slim Jim,18-Aug,0,0,0
Slim Jim,18-Jul,1,32,19
Slim Jim,18-Jun,0,0,0
Slim Jim,18-May,2,583,144
Slim Jim,18-Apr,2,529,96
Slim Jim,18-Mar,2,166,49
Slim Jim,18-Feb,2,470,69
Slim Jim,18-Jan,2,644,146
Slim Jim,17-Dec,3,569,161
Slim Jim,17-Nov,1,134,86
Slim Jim,17-Oct,2,42,13
Link Snacks,19-May,0,0,0
Link Snacks,19-Apr,0,0,0
Link Snacks,19-Mar,0,0,0
Link Snacks,19-Feb,0,0,0
Link Snacks,19-Jan,0,0,0
Link Snacks,18-Dec,0,0,0
Link Snacks,18-Nov,0,0,0
Link Snacks,18-Oct,0,0,0
Link Snacks,18-Sep,0,0,0
Link Snacks,18-Aug,0,0,0
Link Snacks,18-Jul,0,0,0
Link Snacks,18-Jun,0,0,0
Link Snacks,18-May,0,0,0
Link Snacks,18-Apr,0,0,0
Link Snacks,18-Mar,0,0,0
Link Snacks,18-Feb,0,0,0
Link Snacks,18-Jan,0,0,0
Link Snacks,17-Dec,0,0,0
Link Snacks,17-Nov,0,0,0
Link Snacks,17-Oct,0,0,0
Jack Links,19-May,3,"13,828","6,919"
Jack Links,19-Apr,4,"10,931","6,275"
Jack Links,19-Mar,2,"11,772","6,767"
Jack Links,19-Feb,3,"11,281","6,217"
